index,Location,FIPS,Category,Mortality Rate,Year,,,,,,,,,,,,,
55552,Michigan,26,Self-harm and interpersonal violence,24.24,1990,,,,,,,,,,,,,
55636,Minnesota,27,Self-harm and interpersonal violence,15.93,1990,,,,,,,,,,,,,
55724,Mississippi,28,Self-harm and interpersonal violence,28.68,1990,,,,,,,,,,,,,
55807,Missouri,29,Self-harm and interpersonal violence,24.76,1990,,,,,,,,,,,,,
55923,Montana,30,Self-harm and interpersonal violence,26.63,1990,,,,,,,,,,,,,
55980,Nebraska,31,Self-harm and interpersonal violence,17.44,1990,,,,,,,,,,,,,
56074,Nevada,32,Self-harm and interpersonal violence,37.67,1990,,,,,,,,,,,,,
56092,New Hampshire,33,Self-harm and interpersonal violence,16.81,1990,,,,,,,,,,,,,
56103,New Jersey,34,Self-harm and interpersonal violence,14.91,1990,,,,,,,,,,,,,
56125,New Mexico,35,Self-harm and interpersonal violence,31.94,1990,,,,,,,,,,,,,
56159,New York,36,Self-harm and interpersonal violence,21.68,1990,,,,,,,,,,,,,
56222,North Carolina,37,Self-harm and interpersonal violence,24.33,1990,,,,,,,,,,,,,
56323,North Dakota,38,Self-harm and interpersonal violence,15.59,1990,,,,,,,,,,,,,
56377,Ohio,39,Self-harm and interpersonal violence,19.35,1990,,,,,,,,,,,,,
56466,Oklahoma,40,Self-harm and interpersonal violence,24.87,1990,,,,,,,,,,,,,
56544,Oregon,41,Self-harm and interpersonal violence,22.43,1990,,,,,,,,,,,,,
56581,Pennsylvania,42,Self-harm and interpersonal violence,20.67,1990,,,,,,,,,,,,,
56649,Rhode Island,44,Self-harm and interpersonal violence,17.56,1990,,,,,,,,,,,,,
56655,South Carolina,45,Self-harm and interpersonal violence,24.95,1990,,,,,,,,,,,,,
56702,South Dakota,46,Self-harm and interpersonal violence,19.33,1990,,,,,,,,,,,,,
56769,Tennessee,47,Self-harm and interpersonal violence,26.63,1990,,,,,,,,,,,,,
56865,Texas,48,Self-harm and interpersonal violence,27.4,1990,,,,,,,,,,,,,
57120,Utah,49,Self-harm and interpersonal violence,25,1990,,,,,,,,,,,,,
57150,Vermont,50,Self-harm and interpersonal violence,18.87,1990,,,,,,,,,,,,,
57165,Virginia,51,Self-harm and interpersonal violence,22.52,1990,,,,,,,,,,,,,
57299,Washington,53,Self-harm and interpersonal violence,21.48,1990,,,,,,,,,,,,,
57339,West Virginia,54,Self-harm and interpersonal violence,22.91,1990,,,,,,,,,,,,,
57395,Wisconsin,55,Self-harm and interpersonal violence,18.44,1990,,,,,,,,,,,,,
57468,Wyoming,56,Self-harm and interpersonal violence,26.03,1990,,,,,,,,,,,,,
60687,Alabama,1,Transport injuries,30.88,1990,,,,,,,,,,,,,
60755,Alaska,2,Transport injuries,34.8,1990,,,,,,,,,,,,,
60785,Arizona,4,Transport injuries,26.81,1990,,,,,,,,,,,,,
60801,Arkansas,5,Transport injuries,29.18,1990,,,,,,,,,,,,,
60877,California,6,Transport injuries,19.67,1990,,,,,,,,,,,,,
60936,Colorado,8,Transport injuries,20.85,1990,,,,,,,,,,,,,
61001,Connecticut,9,Transport injuries,15.45,1990,,,,,,,,,,,,,
61010,Delaware,10,Transport injuries,21.31,1990,,,,,,,,,,,,,
61014,District of Columbia,11,Transport injuries,13.43,1990,,,,,,,,,,,,,
61016,Florida,12,Transport injuries,24.01,1990,,,,,,,,,,,,,
61084,Georgia,13,Transport injuries,25.86,1990,,,,,,,,,,,,,
61244,Hawaii,15,Transport injuries,15.87,1990,,,,,,,,,,,,,
61250,Idaho,16,Transport injuries,28.53,1990,,,,,,,,,,,,,
61295,Illinois,17,Transport injuries,17.38,1990,,,,,,,,,,,,,
61398,Indiana,18,Transport injuries,20.88,1990,,,,,,,,,,,,,
61491,Iowa,19,Transport injuries,19.63,1990,,,,,,,,,,,,,
61591,Kansas,20,Transport injuries,22.6,1990,,,,,,,,,,,,,
61697,Kentucky,21,Transport injuries,24.72,1990,,,,,,,,,,,,,
61818,Louisiana,22,Transport injuries,26.28,1990,,,,,,,,,,,,,
61883,Maine,23,Transport injuries,19.9,1990,,,,,,,,,,,,,
61900,Maryland,24,Transport injuries,17.86,1990,,,,,,,,,,,,,
61925,Massachusetts,25,Transport injuries,13.02,1990,,,,,,,,,,,,,
61940,Michigan,26,Transport injuries,19.01,1990,,,,,,,,,,,,,
62024,Minnesota,27,Transport injuries,17.36,1990,,,,,,,,,,,,,
62112,Mississippi,28,Transport injuries,34.49,1990,,,,,,,,,,,,,
62195,Missouri,29,Transport injuries,22.45,1990,,,,,,,,,,,,,
62311,Montana,30,Transport injuries,31.19,1990,,,,,,,,,,,,,
62368,Nebraska,31,Transport injuries,20.63,1990,,,,,,,,,,,,,
62462,Nevada,32,Transport injuries,26.6,1990,,,,,,,,,,,,,
62480,New Hampshire,33,Transport injuries,16.96,1990,,,,,,,,,,,,,
62491,New Jersey,34,Transport injuries,14.81,1990,,,,,,,,,,,,,
62513,New Mexico,35,Transport injuries,32.4,1990,,,,,,,,,,,,,
62547,New York,36,Transport injuries,14.72,1990,,,,,,,,,,,,,
62610,North Carolina,37,Transport injuries,24.73,1990,,,,,,,,,,,,,
62711,North Dakota,38,Transport injuries,21.42,1990,,,,,,,,,,,,,
62765,Ohio,39,Transport injuries,17.62,1990,,,,,,,,,,,,,
62854,Oklahoma,40,Transport injuries,27.16,1990,,,,,,,,,,,,,
62932,Oregon,41,Transport injuries,22.38,1990,,,,,,,,,,,,,
62969,Pennsylvania,42,Transport injuries,17.42,1990,,,,,,,,,,,,,
63037,Rhode Island,44,Transport injuries,12.48,1990,,,,,,,,,,,,,
63043,South Carolina,45,Transport injuries,29.16,1990,,,,,,,,,,,,,
63090,South Dakota,46,Transport injuries,26.12,1990,,,,,,,,,,,,,
63157,Tennessee,47,Transport injuries,26.48,1990,,,,,,,,,,,,,
63253,Texas,48,Transport injuries,23.12,1990,,,,,,,,,,,,,
63508,Utah,49,Transport injuries,21.88,1990,,,,,,,,,,,,,
63538,Vermont,50,Transport injuries,19.28,1990,,,,,,,,,,,,,
63553,Virginia,51,Transport injuries,18.28,1990,,,,,,,,,,,,,
63687,Washington,53,Transport injuries,19.9,1990,,,,,,,,,,,,,
63727,West Virginia,54,Transport injuries,26.42,1990,,,,,,,,,,,,,
63783,Wisconsin,55,Transport injuries,18.04,1990,,,,,,,,,,,,,
63856,Wyoming,56,Transport injuries,32.66,1990,,,,,,,,,,,,,
19165,Alabama,1,Neurological disorders,92.25,1995,,,,,,,,,,,,,
19233,Alaska,2,Neurological disorders,105.51,1995,,,,,,,,,,,,,
19263,Arizona,4,Neurological disorders,94.5,1995,,,,,,,,,,,,,
19279,Arkansas,5,Neurological disorders,71.56,1995,,,,,,,,,,,,,
19355,California,6,Neurological disorders,76.65,1995,,,,,,,,,,,,,
19414,Colorado,8,Neurological disorders,111.62,1995,,,,,,,,,,,,,
19479,Connecticut,9,Neurological disorders,77.84,1995,,,,,,,,,,,,,
19488,Delaware,10,Neurological disorders,78.02,1995,,,,,,,,,,,,,
19492,District of Columbia,11,Neurological disorders,71.07,1995,,,,,,,,,,,,,
19494,Florida,12,Neurological disorders,76.97,1995,,,,,,,,,,,,,
19562,Georgia,13,Neurological disorders,99.01,1995,,,,,,,,,,,,,
19722,Hawaii,15,Neurological disorders,68.7,1995,,,,,,,,,,,,,
19728,Idaho,16,Neurological disorders,102.84,1995,,,,,,,,,,,,,
19773,Illinois,17,Neurological disorders,84.26,1995,,,,,,,,,,,,,
19876,Indiana,18,Neurological disorders,90.46,1995,,,,,,,,,,,,,
19969,Iowa,19,Neurological disorders,92.47,1995,,,,,,,,,,,,,
20069,Kansas,20,Neurological disorders,95.61,1995,,,,,,,,,,,,,
20175,Kentucky,21,Neurological disorders,92.42,1995,,,,,,,,,,,,,
20296,Louisiana,22,Neurological disorders,85.16,1995,,,,,,,,,,,,,
20361,Maine,23,Neurological disorders,119.95,1995,,,,,,,,,,,,,
20378,Maryland,24,Neurological disorders,93.36,1995,,,,,,,,,,,,,
20403,Massachusetts,25,Neurological disorders,97.08,1995,,,,,,,,,,,,,
20418,Michigan,26,Neurological disorders,77.95,1995,,,,,,,,,,,,,
20502,Minnesota,27,Neurological disorders,118.34,1995,,,,,,,,,,,,,
20590,Mississippi,28,Neurological disorders,68.32,1995,,,,,,,,,,,,,
20673,Missouri,29,Neurological disorders,85.46,1995,,,,,,,,,,,,,
20789,Montana,30,Neurological disorders,111.58,1995,,,,,,,,,,,,,
20846,Nebraska,31,Neurological disorders,92.84,1995,,,,,,,,,,,,,
20940,Nevada,32,Neurological disorders,80.2,1995,,,,,,,,,,,,,
20958,New Hampshire,33,Neurological disorders,111.59,1995,,,,,,,,,,,,,
20969,New Jersey,34,Neurological disorders,67.85,1995,,,,,,,,,,,,,
20991,New Mexico,35,Neurological disorders,94.56,1995,,,,,,,,,,,,,
21025,New York,36,Neurological disorders,49.13,1995,,,,,,,,,,,,,
21088,North Carolina,37,Neurological disorders,100.15,1995,,,,,,,,,,,,,
21189,North Dakota,38,Neurological disorders,90.56,1995,,,,,,,,,,,,,
21243,Ohio,39,Neurological disorders,95.19,1995,,,,,,,,,,,,,
21332,Oklahoma,40,Neurological disorders,79.31,1995,,,,,,,,,,,,,
21410,Oregon,41,Neurological disorders,122.2,1995,,,,,,,,,,,,,
21447,Pennsylvania,42,Neurological disorders,77.07,1995,,,,,,,,,,,,,
21515,Rhode Island,44,Neurological disorders,86.16,1995,,,,,,,,,,,,,
21521,South Carolina,45,Neurological disorders,104.21,1995,,,,,,,,,,,,,
21568,South Dakota,46,Neurological disorders,84.18,1995,,,,,,,,,,,,,
21635,Tennessee,47,Neurological disorders,95.28,1995,,,,,,,,,,,,,
21731,Texas,48,Neurological disorders,89.95,1995,,,,,,,,,,,,,
21986,Utah,49,Neurological disorders,115.67,1995,,,,,,,,,,,,,
22016,Vermont,50,Neurological disorders,112.22,1995,,,,,,,,,,,,,
22031,Virginia,51,Neurological disorders,96.79,1995,,,,,,,,,,,,,
22165,Washington,53,Neurological disorders,115.41,1995,,,,,,,,,,,,,
22205,West Virginia,54,Neurological disorders,79.04,1995,,,,,,,,,,,,,
22261,Wisconsin,55,Neurological disorders,102.7,1995,,,,,,,,,,,,,
22334,Wyoming,56,Neurological disorders,102.34,1995,,,,,,,,,,,,,
25553,Alabama,1,Mental and substance use disorders,5.22,1995,,,,,,,,,,,,,
25621,Alaska,2,Mental and substance use disorders,12.74,1995,,,,,,,,,,,,,
25651,Arizona,4,Mental and substance use disorders,9.56,1995,,,,,,,,,,,,,
25667,Arkansas,5,Mental and substance use disorders,3.71,1995,,,,,,,,,,,,,
25743,California,6,Mental and substance use disorders,8.32,1995,,,,,,,,,,,,,
25802,Colorado,8,Mental and substance use disorders,8.55,1995,,,,,,,,,,,,,
25867,Connecticut,9,Mental and substance use disorders,6.73,1995,,,,,,,,,,,,,
25876,Delaware,10,Mental and substance use disorders,6.02,1995,,,,,,,,,,,,,
25880,District of Columbia,11,Mental and substance use disorders,10.87,1995,,,,,,,,,,,,,
25882,Florida,12,Mental and substance use disorders,5.88,1995,,,,,,,,,,,,,
25950,Georgia,13,Mental and substance use disorders,6.94,1995,,,,,,,,,,,,,
26110,Hawaii,15,Mental and substance use disorders,3.78,1995,,,,,,,,,,,,,
26116,Idaho,16,Mental and substance use disorders,4.86,1995,,,,,,,,,,,,,
26161,Illinois,17,Mental and substance use disorders,6.07,1995,,,,,,,,,,,,,
26264,Indiana,18,Mental and substance use disorders,4.22,1995,,,,,,,,,,,,,
26357,Iowa,19,Mental and substance use disorders,3.19,1995,,,,,,,,,,,,,
26457,Kansas,20,Mental and substance use disorders,4.11,1995,,,,,,,,,,,,,
26563,Kentucky,21,Mental and substance use disorders,5.72,1995,,,,,,,,,,,,,
26684,Louisiana,22,Mental and substance use disorders,4.85,1995,,,,,,,,,,,,,
26749,Maine,23,Mental and substance use disorders,5.5,1995,,,,,,,,,,,,,
26766,Maryland,24,Mental and substance use disorders,4,1995,,,,,,,,,,,,,
26791,Massachusetts,25,Mental and substance use disorders,3.82,1995,,,,,,,,,,,,,
26806,Michigan,26,Mental and substance use disorders,5.72,1995,,,,,,,,,,,,,
26890,Minnesota,27,Mental and substance use disorders,5.08,1995,,,,,,,,,,,,,
26978,Mississippi,28,Mental and substance use disorders,4.85,1995,,,,,,,,,,,,,
27061,Missouri,29,Mental and substance use disorders,5.29,1995,,,,,,,,,,,,,
27177,Montana,30,Mental and substance use disorders,6.12,1995,,,,,,,,,,,,,
27234,Nebraska,31,Mental and substance use disorders,3.33,1995,,,,,,,,,,,,,
27328,Nevada,32,Mental and substance use disorders,8.91,1995,,,,,,,,,,,,,
27346,New Hampshire,33,Mental and substance use disorders,4.34,1995,,,,,,,,,,,,,
27357,New Jersey,34,Mental and substance use disorders,6.93,1995,,,,,,,,,,,,,
27379,New Mexico,35,Mental and substance use disorders,14.81,1995,,,,,,,,,,,,,
27413,New York,36,Mental and substance use disorders,7.96,1995,,,,,,,,,,,,,
27476,North Carolina,37,Mental and substance use disorders,6.96,1995,,,,,,,,,,,,,
27577,North Dakota,38,Mental and substance use disorders,4.15,1995,,,,,,,,,,,,,
27631,Ohio,39,Mental and substance use disorders,4.65,1995,,,,,,,,,,,,,
27720,Oklahoma,40,Mental and substance use disorders,5.96,1995,,,,,,,,,,,,,
27798,Oregon,41,Mental and substance use disorders,8.38,1995,,,,,,,,,,,,,
27835,Pennsylvania,42,Mental and substance use disorders,6.15,1995,,,,,,,,,,,,,
27903,Rhode Island,44,Mental and substance use disorders,4.72,1995,,,,,,,,,,,,,
27909,South Carolina,45,Mental and substance use disorders,7.18,1995,,,,,,,,,,,,,
27956,South Dakota,46,Mental and substance use disorders,4.81,1995,,,,,,,,,,,,,
28023,Tennessee,47,Mental and substance use disorders,5.96,1995,,,,,,,,,,,,,
28119,Texas,48,Mental and substance use disorders,4.61,1995,,,,,,,,,,,,,
28374,Utah,49,Mental and substance use disorders,5.71,1995,,,,,,,,,,,,,
28404,Vermont,50,Mental and substance use disorders,4.85,1995,,,,,,,,,,,,,
28419,Virginia,51,Mental and substance use disorders,5.02,1995,,,,,,,,,,,,,
28553,Washington,53,Mental and substance use disorders,7.27,1995,,,,,,,,,,,,,
28593,West Virginia,54,Mental and substance use disorders,6.03,1995,,,,,,,,,,,,,
28649,Wisconsin,55,Mental and substance use disorders,5.21,1995,,,,,,,,,,,,,
28722,Wyoming,56,Mental and substance use disorders,6.93,1995,,,,,,,,,,,,,
35135,Alabama,1,Nutritional deficiencies,2.45,1995,,,,,,,,,,,,,
35203,Alaska,2,Nutritional deficiencies,2.28,1995,,,,,,,,,,,,,
35233,Arizona,4,Nutritional deficiencies,1.86,1995,,,,,,,,,,,,,
35249,Arkansas,5,Nutritional deficiencies,2.38,1995,,,,,,,,,,,,,
35325,California,6,Nutritional deficiencies,1.01,1995,,,,,,,,,,,,,
35384,Colorado,8,Nutritional deficiencies,2.7,1995,,,,,,,,,,,,,
35449,Connecticut,9,Nutritional deficiencies,1.35,1995,,,,,,,,,,,,,
35458,Delaware,10,Nutritional deficiencies,2.13,1995,,,,,,,,,,,,,
35462,District of Columbia,11,Nutritional deficiencies,1.86,1995,,,,,,,,,,,,,
35464,Florida,12,Nutritional deficiencies,1.21,1995,,,,,,,,,,,,,
35532,Georgia,13,Nutritional deficiencies,2.57,1995,,,,,,,,,,,,,
35692,Hawaii,15,Nutritional deficiencies,1.54,1995,,,,,,,,,,,,,
35698,Idaho,16,Nutritional deficiencies,2.06,1995,,,,,,,,,,,,,
35743,Illinois,17,Nutritional deficiencies,1.94,1995,,,,,,,,,,,,,
35846,Indiana,18,Nutritional deficiencies,2.16,1995,,,,,,,,,,,,,
35939,Iowa,19,Nutritional deficiencies,1.82,1995,,,,,,,,,,,,,
36039,Kansas,20,Nutritional deficiencies,2.63,1995,,,,,,,,,,,,,
36145,Kentucky,21,Nutritional deficiencies,2.21,1995,,,,,,,,,,,,,
36266,Louisiana,22,Nutritional deficiencies,2.77,1995,,,,,,,,,,,,,
36331,Maine,23,Nutritional deficiencies,2.22,1995,,,,,,,,,,,,,
36348,Maryland,24,Nutritional deficiencies,1.64,1995,,,,,,,,,,,,,
36373,Massachusetts,25,Nutritional deficiencies,1.45,1995,,,,,,,,,,,,,
36388,Michigan,26,Nutritional deficiencies,2.11,1995,,,,,,,,,,,,,
36472,Minnesota,27,Nutritional deficiencies,1.75,1995,,,,,,,,,,,,,
36560,Mississippi,28,Nutritional deficiencies,2.25,1995,,,,,,,,,,,,,
36643,Missouri,29,Nutritional deficiencies,2.56,1995,,,,,,,,,,,,,
36759,Montana,30,Nutritional deficiencies,2.25,1995,,,,,,,,,,,,,
36816,Nebraska,31,Nutritional deficiencies,1.9,1995,,,,,,,,,,,,,
36910,Nevada,32,Nutritional deficiencies,2.03,1995,,,,,,,,,,,,,
36928,New Hampshire,33,Nutritional deficiencies,2.14,1995,,,,,,,,,,,,,
36939,New Jersey,34,Nutritional deficiencies,1.75,1995,,,,,,,,,,,,,
36961,New Mexico,35,Nutritional deficiencies,2.51,1995,,,,,,,,,,,,,
36995,New York,36,Nutritional deficiencies,0.91,1995,,,,,,,,,,,,,
37058,North Carolina,37,Nutritional deficiencies,2.1,1995,,,,,,,,,,,,,
37159,North Dakota,38,Nutritional deficiencies,1.99,1995,,,,,,,,,,,,,
37213,Ohio,39,Nutritional deficiencies,2.34,1995,,,,,,,,,,,,,
37302,Oklahoma,40,Nutritional deficiencies,2.25,1995,,,,,,,,,,,,,
37380,Oregon,41,Nutritional deficiencies,1.59,1995,,,,,,,,,,,,,
37417,Pennsylvania,42,Nutritional deficiencies,1.71,1995,,,,,,,,,,,,,
37485,Rhode Island,44,Nutritional deficiencies,1.34,1995,,,,,,,,,,,,,
37491,South Carolina,45,Nutritional deficiencies,2.54,1995,,,,,,,,,,,,,
37538,South Dakota,46,Nutritional deficiencies,1.85,1995,,,,,,,,,,,,,
37605,Tennessee,47,Nutritional deficiencies,2.25,1995,,,,,,,,,,,,,
37701,Texas,48,Nutritional deficiencies,2.3,1995,,,,,,,,,,,,,
37956,Utah,49,Nutritional deficiencies,2.58,1995,,,,,,,,,,,,,
37986,Vermont,50,Nutritional deficiencies,2.06,1995,,,,,,,,,,,,,
38001,Virginia,51,Nutritional deficiencies,2.24,1995,,,,,,,,,,,,,
38135,Washington,53,Nutritional deficiencies,1.82,1995,,,,,,,,,,,,,
38175,West Virginia,54,Nutritional deficiencies,2.27,1995,,,,,,,,,,,,,
38231,Wisconsin,55,Nutritional deficiencies,1.99,1995,,,,,,,,,,,,,
38304,Wyoming,56,Nutritional deficiencies,2.56,1995,,,,,,,,,,,,,
54299,Alabama,1,Self-harm and interpersonal violence,28.32,1995,,,,,,,,,,,,,
54367,Alaska,2,Self-harm and interpersonal violence,28.49,1995,,,,,,,,,,,,,
54397,Arizona,4,Self-harm and interpersonal violence,30.19,1995,,,,,,,,,,,,,
54413,Arkansas,5,Self-harm and interpersonal violence,27.36,1995,,,,,,,,,,,,,
54489,California,6,Self-harm and interpersonal violence,23.54,1995,,,,,,,,,,,,,
54548,Colorado,8,Self-harm and interpersonal violence,25.21,1995,,,,,,,,,,,,,
54613,Connecticut,9,Self-harm and interpersonal violence,15.31,1995,,,,,,,,,,,,,
54622,Delaware,10,Self-harm and interpersonal violence,18.32,1995,,,,,,,,,,,,,
54626,District of Columbia,11,Self-harm and interpersonal violence,50.18,1995,,,,,,,,,,,,,
54628,Florida,12,Self-harm and interpersonal violence,24.35,1995,,,,,,,,,,,,,
54696,Georgia,13,Self-harm and interpersonal violence,23.96,1995,,,,,,,,,,,,,
54856,Hawaii,15,Self-harm and interpersonal violence,18.19,1995,,,,,,,,,,,,,
54862,Idaho,16,Self-harm and interpersonal violence,22.21,1995,,,,,,,,,,,,,
54907,Illinois,17,Self-harm and interpersonal violence,21.76,1995,,,,,,,,,,,,,
55010,Indiana,18,Self-harm and interpersonal violence,21.38,1995,,,,,,,,,,,,,
55103,Iowa,19,Self-harm and interpersonal violence,15.39,1995,,,,,,,,,,,,,
55203,Kansas,20,Self-harm and interpersonal violence,20.05,1995,,,,,,,,,,,,,
55309,Kentucky,21,Self-harm and interpersonal violence,21.96,1995,,,,,,,,,,,,,
55430,Louisiana,22,Self-harm and interpersonal violence,31.03,1995,,,,,,,,,,,,,
55495,Maine,23,Self-harm and interpersonal violence,16.95,1995,,,,,,,,,,,,,
55512,Maryland,24,Self-harm and interpersonal violence,28.92,1995,,,,,,,,,,,,,
55537,Massachusetts,25,Self-harm and interpersonal violence,15.9,1995,,,,,,,,,,,,,
55552,Michigan,26,Self-harm and interpersonal violence,22.48,1995,,,,,,,,,,,,,
55636,Minnesota,27,Self-harm and interpersonal violence,15.85,1995,,,,,,,,,,,,,
55724,Mississippi,28,Self-harm and interpersonal violence,28.52,1995,,,,,,,,,,,,,
55807,Missouri,29,Self-harm and interpersonal violence,24.27,1995,,,,,,,,,,,,,
55923,Montana,30,Self-harm and interpersonal violence,26.75,1995,,,,,,,,,,,,,
55980,Nebraska,31,Self-harm and interpersonal violence,17.14,1995,,,,,,,,,,,,,
56074,Nevada,32,Self-harm and interpersonal violence,38.11,1995,,,,,,,,,,,,,
56092,New Hampshire,33,Self-harm and interpersonal violence,16.46,1995,,,,,,,,,,,,,
56103,New Jersey,34,Self-harm and interpersonal violence,14.13,1995,,,,,,,,,,,,,
56125,New Mexico,35,Self-harm and interpersonal violence,31.98,1995,,,,,,,,,,,,,
56159,New York,36,Self-harm and interpersonal violence,17.13,1995,,,,,,,,,,,,,
56222,North Carolina,37,Self-harm and interpersonal violence,22.61,1995,,,,,,,,,,,,,
56323,North Dakota,38,Self-harm and interpersonal violence,16.07,1995,,,,,,,,,,,,,
56377,Ohio,39,Self-harm and interpersonal violence,18.39,1995,,,,,,,,,,,,,
56466,Oklahoma,40,Self-harm and interpersonal violence,26.57,1995,,,,,,,,,,,,,
56544,Oregon,41,Self-harm and interpersonal violence,22.39,1995,,,,,,,,,,,,,
56581,Pennsylvania,42,Self-harm and interpersonal violence,20.35,1995,,,,,,,,,,,,,
56649,Rhode Island,44,Self-harm and interpersonal violence,16.69,1995,,,,,,,,,,,,,
56655,South Carolina,45,Self-harm and interpersonal violence,23.54,1995,,,,,,,,,,,,,
56702,South Dakota,46,Self-harm and interpersonal violence,19.27,1995,,,,,,,,,,,,,
56769,Tennessee,47,Self-harm and interpersonal violence,25.62,1995,,,,,,,,,,,,,
56865,Texas,48,Self-harm and interpersonal violence,23.24,1995,,,,,,,,,,,,,
57120,Utah,49,Self-harm and interpersonal violence,25,1995,,,,,,,,,,,,,
57150,Vermont,50,Self-harm and interpersonal violence,18.51,1995,,,,,,,,,,,,,
57165,Virginia,51,Self-harm and interpersonal violence,21.19,1995,,,,,,,,,,,,,
57299,Washington,53,Self-harm and interpersonal violence,20.57,1995,,,,,,,,,,,,,
57339,West Virginia,54,Self-harm and interpersonal violence,22.94,1995,,,,,,,,,,,,,
57395,Wisconsin,55,Self-harm and interpersonal violence,17.72,1995,,,,,,,,,,,,,
57468,Wyoming,56,Self-harm and interpersonal violence,26,1995,,,,,,,,,,,,,
60687,Alabama,1,Transport injuries,29.58,1995,,,,,,,,,,,,,
60755,Alaska,2,Transport injuries,31.26,1995,,,,,,,,,,,,,
60785,Arizona,4,Transport injuries,24.46,1995,,,,,,,,,,,,,
60801,Arkansas,5,Transport injuries,28.51,1995,,,,,,,,,,,,,
60877,California,6,Transport injuries,16.81,1995,,,,,,,,,,,,,
60936,Colorado,8,Transport injuries,20.01,1995,,,,,,,,,,,,,
61001,Connecticut,9,Transport injuries,13.57,1995,,,,,,,,,,,,,
61010,Delaware,10,Transport injuries,19.13,1995,,,,,,,,,,,,,
61014,District of Columbia,11,Transport injuries,12.72,1995,,,,,,,,,,,,,
61016,Florida,12,Transport injuries,21.98,1995,,,,,,,,,,,,,
61084,Georgia,13,Transport injuries,23.78,1995,,,,,,,,,,,,,
61244,Hawaii,15,Transport injuries,14.75,1995,,,,,,,,,,,,,
61250,Idaho,16,Transport injuries,26.13,1995,,,,,,,,,,,,,
61295,Illinois,17,Transport injuries,16.16,1995,,,,,,,,,,,,,
61398,Indiana,18,Transport injuries,19.58,1995,,,,,,,,,,,,,
61491,Iowa,19,Transport injuries,18.74,1995,,,,,,,,,,,,,
61591,Kansas,20,Transport injuries,21.31,1995,,,,,,,,,,,,,
61697,Kentucky,21,Transport injuries,24.32,1995,,,,,,,,,,,,,
61818,Louisiana,22,Transport injuries,25.14,1995,,,,,,,,,,,,,
61883,Maine,23,Transport injuries,18.66,1995,,,,,,,,,,,,,
61900,Maryland,24,Transport injuries,16.03,1995,,,,,,,,,,,,,
61925,Massachusetts,25,Transport injuries,10.99,1995,,,,,,,,,,,,,
61940,Michigan,26,Transport injuries,18,1995,,,,,,,,,,,,,
62024,Minnesota,27,Transport injuries,16.22,1995,,,,,,,,,,,,,
62112,Mississippi,28,Transport injuries,34.26,1995,,,,,,,,,,,,,
62195,Missouri,29,Transport injuries,21.9,1995,,,,,,,,,,,,,
62311,Montana,30,Transport injuries,29.35,1995,,,,,,,,,,,,,
62368,Nebraska,31,Transport injuries,19.59,1995,,,,,,,,,,,,,
62462,Nevada,32,Transport injuries,22.48,1995,,,,,,,,,,,,,
62480,New Hampshire,33,Transport injuries,15.18,1995,,,,,,,,,,,,,
62491,New Jersey,34,Transport injuries,13.15,1995,,,,,,,,,,,,,
62513,New Mexico,35,Transport injuries,29.93,1995,,,,,,,,,,,,,
62547,New York,36,Transport injuries,12.39,1995,,,,,,,,,,,,,
62610,North Carolina,37,Transport injuries,23.29,1995,,,,,,,,,,,,,
62711,North Dakota,38,Transport injuries,20.34,1995,,,,,,,,,,,,,
62765,Ohio,39,Transport injuries,16.29,1995,,,,,,,,,,,,,
62854,Oklahoma,40,Transport injuries,26.11,1995,,,,,,,,,,,,,
62932,Oregon,41,Transport injuries,20.66,1995,,,,,,,,,,,,,
62969,Pennsylvania,42,Transport injuries,16.2,1995,,,,,,,,,,,,,
63037,Rhode Island,44,Transport injuries,11.12,1995,,,,,,,,,,,,,
63043,South Carolina,45,Transport injuries,27.47,1995,,,,,,,,,,,,,
63090,South Dakota,46,Transport injuries,24.96,1995,,,,,,,,,,,,,
63157,Tennessee,47,Transport injuries,25.83,1995,,,,,,,,,,,,,
63253,Texas,48,Transport injuries,21.55,1995,,,,,,,,,,,,,
63508,Utah,49,Transport injuries,20.46,1995,,,,,,,,,,,,,
63538,Vermont,50,Transport injuries,17.82,1995,,,,,,,,,,,,,
63553,Virginia,51,Transport injuries,16.9,1995,,,,,,,,,,,,,
63687,Washington,53,Transport injuries,17.09,1995,,,,,,,,,,,,,
63727,West Virginia,54,Transport injuries,25.5,1995,,,,,,,,,,,,,
63783,Wisconsin,55,Transport injuries,17.1,1995,,,,,,,,,,,,,
63856,Wyoming,56,Transport injuries,31.06,1995,,,,,,,,,,,,,
19165,Alabama,1,Neurological disorders,103.69,2000,,,,,,,,,,,,,
19233,Alaska,2,Neurological disorders,103.71,2000,,,,,,,,,,,,,
19263,Arizona,4,Neurological disorders,104.55,2000,,,,,,,,,,,,,
19279,Arkansas,5,Neurological disorders,81.4,2000,,,,,,,,,,,,,
19355,California,6,Neurological disorders,75.92,2000,,,,,,,,,,,,,
19414,Colorado,8,Neurological disorders,114.45,2000,,,,,,,,,,,,,
19479,Connecticut,9,Neurological disorders,80.22,2000,,,,,,,,,,,,,
19488,Delaware,10,Neurological disorders,82.48,2000,,,,,,,,,,,,,
19492,District of Columbia,11,Neurological disorders,70.02,2000,,,,,,,,,,,,,
19494,Florida,12,Neurological disorders,81.44,2000,,,,,,,,,,,,,
